,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.016104698181152344,0.82183837890625,0.14488911628723145,0.01719188690185547,,,,,
sub-tree-avg,,,,,0.1082000732421875,0.15238189697265625,0.69775390625,0.028146743774414062,0.013407707214355469
