,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.2118988037109375,0.1378011703491211,0.64129638671875,0.008995294570922852,,,,,,,
stage-tree-avg,,,0.032174110412597656,,0.0008324980735778809,0.04762744903564453,0.027571678161621094,0.02916717529296875,0.20906829833984375,0.63232421875,0.021160364151000977
