,dress,shirt,pant,jacket,Pencil Skirt,A-Line Skirt,Pleated Skirt,Maxi Skirt,A-Line Dress,Sheath Dress,Wrap Dress,Maxi Dress,Shift Dress,skirt
parent-tree-avg,0.57305908203125,0.13129663467407227,0.18813973665237427,0.10756254196166992,,,,,,,,,,
stage-tree-avg,,,,,0.05063784122467041,0.08986091613769531,0.07015705108642578,0.002122163772583008,0.22217559814453125,0.004766941070556641,0.019716739654541016,0.001323103904724121,0.04726886749267578,0.4918527603149414
