,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.005260825157165527,0.012179374694824219,0.9820556640625,0.00039717555046081543,,,,,,,
stage-tree-avg,,,0.09664154052734375,,0.08121871948242188,0.0279998779296875,0.007454872131347656,0.01767730712890625,0.043941497802734375,0.724609375,0.00045937299728393555
