,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.00011414289474487305,0.0003084242343902588,0.9991455078125,0.00043970346450805664,,,,,,,
stage-tree-avg,,,0.10466766357421875,,0.0021358132362365723,0.1022491455078125,0.0116424560546875,0.010863304138183594,0.172119140625,0.59600830078125,0.00044220685958862305
