,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.0099334716796875,0.72216796875,0.08502960205078125,0.1828155517578125,,,,,
stage-tree-avg,,,,,0.008255958557128906,0.009027481079101562,0.0018230080604553223,0.004122912883758545,0.976806640625
