,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.09722518920898438,0.8619384765625,0.03560066223144531,0.005030632019042969,,,,,
stage-tree-avg,,,,,0.32928466796875,0.252716064453125,0.03121185302734375,0.35955810546875,0.027286529541015625
