,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.020723342895507812,0.8935546875,0.03130292892456055,0.05441093444824219,,,,,
stage-tree-avg,,,,,0.093780517578125,0.110748291015625,0.01229095458984375,0.016226768493652344,0.766845703125
