,dress,shirt,pant,jacket
parent-tree-avg,0.9383544921875,0.0422821044921875,0.017757654190063477,0.0015361905097961426
sub-tree-avg,0.9383544921875,0.0422821044921875,0.017757654190063477,0.0015361905097961426
