,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.003103971481323242,0.01080942153930664,0.9322509765625,0.053806304931640625,,,,,,,
sub-tree-avg,,,0.1105194091796875,,0.04804801940917969,0.1051788330078125,0.009285926818847656,0.025745391845703125,0.03946685791015625,0.66107177734375,0.0006470084190368652
