,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.027399063110351562,0.893310546875,0.07582545280456543,0.0035462379455566406,,,,,
sub-tree-avg,,,,,0.012493133544921875,0.13653564453125,0.839599609375,0.011031150817871094,0.0003269761800765991
