,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.003104686737060547,0.9908447265625,0.0011034011840820312,0.004887580871582031,,,,,
sub-tree-avg,,,,,0.012048721313476562,0.13189697265625,0.82958984375,0.026294708251953125,8.434057235717773e-05
