,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.0008747577667236328,0.990234375,0.008328914642333984,0.0005404651165008545,,,,,
sub-tree-avg,,,,,0.8525390625,0.0053789615631103516,0.004546642303466797,0.1351795196533203,0.002303481101989746
