,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.076385498046875,0.9136962890625,0.0063152313232421875,0.0035638809204101562,,,,,
sub-tree-avg,,,,,0.03696441650390625,0.106353759765625,0.8134765625,0.04177093505859375,0.0014109313488006592
