,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.06561279296875,0.9080810546875,0.002775251865386963,0.023449182510375977,,,,,
sub-tree-avg,,,,,0.401275634765625,0.0372161865234375,0.41455078125,0.07505035400390625,0.07178306579589844
