,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.040401458740234375,0.512939453125,0.0532984733581543,0.3934478759765625,,,,,
sub-tree-avg,,,,,0.0361175537109375,0.3421630859375,0.58489990234375,0.025712966918945312,0.011108756065368652
