,dress,shirt,pant,jacket,Pencil Skirt,A-Line Skirt,Pleated Skirt,Maxi Skirt,Wrap Skirt,A-Line Dress,Sheath Dress,Wrap Dress,Maxi Dress,Shift Dress
parent-tree-avg,0.432830810546875,0.1425628662109375,0.23038578033447266,0.19417285919189453,,,,,,,,,,
final-tree-avg,,,,,0.16510009765625,0.0568695068359375,0.2192840576171875,0.0014085173606872559,0.251708984375,0.11373138427734375,0.049976348876953125,0.03290224075317383,0.00025440752506256104,0.10874176025390625
