,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.0013172626495361328,0.9853515625,0.011261552572250366,0.002097010612487793,,,,,
final-tree-avg,,,,,0.010618209838867188,0.732269287109375,0.003647327423095703,0.2529182434082031,0.0005318522453308105
