,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.0023813247680664062,0.9530029296875,0.009177207946777344,0.03557300567626953,,,,,
final-tree-avg,,,,,0.217071533203125,0.06365013122558594,0.004617214202880859,0.021511554718017578,0.693115234375
