,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.003920316696166992,0.987548828125,0.0029391348361968994,0.005671262741088867,,,,,
final-tree-avg,,,,,0.061951637268066406,0.8680419921875,0.04016304016113281,0.019918203353881836,0.009964093565940857
