,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.027782440185546875,0.8538818359375,0.11471796035766602,0.0035791397094726562,,,,,
final-tree-avg,,,,,0.011845588684082031,0.1530303955078125,0.822998046875,0.011786460876464844,0.0003120303153991699
