,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.0052509307861328125,0.9241943359375,0.020412862300872803,0.05017280578613281,,,,,
final-tree-avg,,,,,0.03685760498046875,0.233978271484375,0.68701171875,0.03788566589355469,0.0042542219161987305
