,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.0010783374309539795,0.99560546875,0.0028189420700073242,0.0005151033401489258,,,,,
final-tree-avg,,,,,0.9747314453125,0.001964390277862549,0.0016057491302490234,0.016138076782226562,0.005693197250366211
