,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.0063169002532958984,0.786376953125,0.09690427780151367,0.110565185546875,,,,,
final-tree-avg,,,,,0.08091354370117188,0.08733367919921875,0.011924266815185547,0.00650787353515625,0.813232421875
