,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.04620218276977539,0.015995025634765625,0.9190673828125,0.018651962280273438,,,,,,,
final-tree-avg,,,0.03822898864746094,,0.20102310180664062,0.007933884859085083,0.000123634934425354,0.027308523654937744,0.1658172607421875,0.0055245161056518555,0.55401611328125
