,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.0014957189559936523,0.996337890625,0.0018938779830932617,0.0002847909927368164,,,,,
final-tree-avg,,,,,0.93212890625,0.0015401840209960938,0.004401445388793945,0.06028556823730469,0.0016179084777832031
