,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.028818607330322266,0.9222412109375,0.02822256088256836,0.020748138427734375,,,,,
final-tree-avg,,,,,0.343597412109375,0.074981689453125,0.0554351806640625,0.416290283203125,0.1095428466796875
