,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.2402801513671875,0.58758544921875,0.06438827514648438,0.107818603515625,,,,,
final-tree-avg,,,,,0.04190826416015625,0.2147216796875,0.7213134765625,0.014835357666015625,0.007218360900878906
