,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.21300506591796875,0.7833251953125,0.0007089376449584961,0.0028574466705322266,,,,,
final-tree-avg,,,,,0.4759521484375,0.06871795654296875,0.391632080078125,0.010348320007324219,0.05335235595703125
