,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.013887405395507812,0.9764404296875,0.002081632614135742,0.007555723190307617,,,,,
final-tree-avg,,,,,0.074676513671875,0.06667327880859375,0.843994140625,0.008211612701416016,0.00645291805267334
