,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.002653360366821289,0.011450767517089844,0.98095703125,0.005011320114135742,,,,,,,
final-tree-avg,,,0.0780181884765625,,0.8177490234375,0.042392730712890625,0.0013276338577270508,0.033969879150390625,0.006950855255126953,0.017034530639648438,0.0025482177734375
