,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.014158248901367188,0.9437255859375,0.027478814125061035,0.014647960662841797,,,,,
final-tree-avg,,,,,0.02915668487548828,0.921630859375,0.025157451629638672,0.01611429452896118,0.008012562990188599
