,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.02837657928466797,0.94873046875,0.007874518632888794,0.014993667602539062,,,,,,
sub-tree-avg,,,,,0.3524169921875,0.034717559814453125,0.004177570343017578,0.11005401611328125,0.013599872589111328,0.4851226806640625
