,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.00655364990234375,0.75543212890625,0.1326589584350586,0.10538864135742188,,,,,,
sub-tree-avg,,,,,0.0906829833984375,0.0916748046875,0.013172149658203125,0.024526596069335938,0.007133960723876953,0.7728271484375
