,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.00026760995388031006,0.9986572265625,0.000889897346496582,0.00013588368892669678,,,,,,
sub-tree-avg,,,,,0.967529296875,0.0005086064338684082,0.0007746219635009766,0.025440216064453125,0.0018231868743896484,0.0037960410118103027
