,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.0038259029388427734,0.953125,0.0409398078918457,0.0022050589323043823,,,,,,
sub-tree-avg,,,,,0.61273193359375,0.10321426391601562,0.016401290893554688,0.1816558837890625,0.080596923828125,0.005457580089569092
