,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.0015599727630615234,0.989013671875,0.008856654167175293,0.00047704577445983887,,,,,,
sub-tree-avg,,,,,0.7353515625,0.0938568115234375,0.0038299560546875,0.07384490966796875,0.0692138671875,0.023827314376831055
