,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.09902191162109375,0.837890625,0.055873870849609375,0.0071146488189697266,,,,,,
sub-tree-avg,,,,,0.240814208984375,0.182159423828125,0.019311904907226562,0.301483154296875,0.222808837890625,0.03338336944580078
