,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.009838104248046875,0.92626953125,0.006002902984619141,0.05778694152832031,,,,,,
sub-tree-avg,,,,,0.0177459716796875,0.2093791961669922,0.0028243064880371094,0.04638671875,0.6712646484375,0.052333831787109375
