,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.011507987976074219,0.03162956237792969,0.8121337890625,0.1447315216064453,,,,,,,
sub-tree-avg,,,0.0027589797973632812,,9.743869304656982e-05,0.0017875581979751587,0.006865859031677246,0.0011276006698608398,0.7806396484375,0.2062816619873047,0.00041052699089050293
