,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.00012567639350891113,0.999267578125,6.756186485290527e-05,0.000384598970413208,,,,,,
sub-tree-avg,,,,,0.78369140625,0.012918472290039062,0.01464080810546875,0.022411346435546875,0.1516876220703125,0.014559507369995117
