,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.04982757568359375,0.5421142578125,0.40203857421875,0.0059604644775390625,,,,,,
sub-tree-avg,,,,,0.41778564453125,0.008579254150390625,0.30712890625,0.240234375,0.0020062923431396484,0.024271011352539062
