,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.010632514953613281,0.7294921875,0.082794189453125,0.177154541015625,,,,,,
sub-tree-avg,,,,,0.007633209228515625,0.010735511779785156,0.0016417503356933594,0.03403949737548828,0.004112124443054199,0.94189453125
