,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.03557610511779785,0.20911788940429688,0.539642333984375,0.2156658172607422,,,,,,,
sub-tree-avg,,,0.0949554443359375,,0.0013065934181213379,0.2498779296875,0.08753204345703125,0.0446929931640625,0.016501426696777344,0.44647216796875,0.05874919891357422
