,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.0013593435287475586,0.0019702911376953125,0.9952392578125,0.0014271736145019531,,,,,,,
sub-tree-avg,,,0.072906494140625,,0.5357666015625,0.0406494140625,0.003147602081298828,0.02526569366455078,0.10822677612304688,0.21319580078125,0.0008159279823303223
