,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.00683516263961792,0.9688720703125,0.008585691452026367,0.015799224376678467,,,,,
sub-tree-avg,,,,,0.04972648620605469,0.82098388671875,0.004530429840087891,0.10613346099853516,0.018603742122650146
