,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.0058441162109375,0.008402824401855469,0.9808349609375,0.0050182342529296875,,,,,,,
sub-tree-avg,,,0.098388671875,,0.05941009521484375,0.184844970703125,0.011944770812988281,0.0517425537109375,0.1262664794921875,0.4642333984375,0.0030465126037597656
