,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.010089874267578125,0.3525505065917969,0.32745361328125,0.3099479675292969,,,,,
sub-tree-avg,,,,,0.01435089111328125,0.016340255737304688,0.0007621049880981445,0.00394129753112793,0.964599609375
