,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.02755451202392578,0.93017578125,0.022806644439697266,0.019468307495117188,,,,,
sub-tree-avg,,,,,0.36114501953125,0.087066650390625,0.049465179443359375,0.41094970703125,0.09143829345703125
