,longsleeve,shortsleeve,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.03193473815917969,0.9681396484375,,,,,
sub-tree-avg,,,0.008599281311035156,0.882568359375,0.09420013427734375,0.014071941375732422,0.0005736649036407471
