,dress,shirt,pant,jacket
parent-tree-avg,0.8822021484375,0.06751441955566406,0.008311748504638672,0.041916847229003906
sub-tree-avg,0.8822021484375,0.06751441955566406,0.008311748504638672,0.041916847229003906
