,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.008541464805603027,0.878173828125,0.07921046018600464,0.034196436405181885,,,,,
sub-tree-avg,,,,,0.2196502685546875,0.2711143493652344,0.005801200866699219,0.39593505859375,0.1074686050415039
