,dress,shirt,pant,jacket
parent-tree-avg,0.56549072265625,0.15369510650634766,0.17012393474578857,0.11072206497192383
sub-tree-avg,0.56549072265625,0.15369510650634766,0.17012393474578857,0.11072206497192383
