,longsleeve,shortsleeve,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.10309600830078125,0.8968505859375,,,,,
sub-tree-avg,,,0.02275848388671875,0.8621826171875,0.060882568359375,0.04328155517578125,0.010786890983581543
