,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.00011353194713592529,0.0003230869770050049,0.9989013671875,0.0005533099174499512,,,,,,,
sub-tree-avg,,,0.13416290283203125,,0.003222346305847168,0.13138580322265625,0.0131072998046875,0.014325141906738281,0.1659698486328125,0.53729248046875,0.0005908608436584473
