,dress,shirt,pant,jacket
parent-tree-avg,0.488739013671875,0.2570953369140625,0.09672927856445312,0.15754365921020508
sub-tree-avg,0.488739013671875,0.2570953369140625,0.09672927856445312,0.15754365921020508
