,longsleeve,shortsleeve,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.147857666015625,0.8521728515625,,,,,
sub-tree-avg,,,0.16229248046875,0.75738525390625,0.010619163513183594,0.05358123779296875,0.01606258749961853
