,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.2014923095703125,0.3511962890625,0.42547607421875,0.021913528442382812,,,,,,,
sub-tree-avg,,,0.02242565155029297,,0.0016598701477050781,0.03575897216796875,0.01828765869140625,0.012664794921875,0.08270263671875,0.80322265625,0.023273468017578125
