,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.007981300354003906,0.005225181579589844,0.98095703125,0.0058002471923828125,,,,,,,
sub-tree-avg,,,0.020742416381835938,,0.0792388916015625,0.004513263702392578,0.00013144314289093018,0.005695343017578125,0.87109375,0.0072231292724609375,0.011269569396972656
