,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.00655364990234375,0.75543212890625,0.1326589584350586,0.10538864135742188,,,,,
sub-tree-avg,,,,,0.09309005737304688,0.09548568725585938,0.013405561447143555,0.007435798645019531,0.7906494140625
