,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training short,training pant,skirt
parent-tree-avg,0.004811763763427734,0.008647441864013672,0.9820556640625,0.004574775695800781,,,,,,,
final-tree-avg,,,0.036190032958984375,,0.0022327303886413574,0.019196510314941406,0.006046295166015625,0.01796245574951172,0.0970611572265625,0.8209228515625,0.00045937299728393555
