,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,training pant,skirt,short
parent-tree-avg,0.010076761245727539,0.024877071380615234,0.9560546875,0.0088883638381958,,,,,,,
final-tree-avg,,,0.005425930023193359,,5.924701690673828e-05,0.0008448362350463867,0.0001697838306427002,0.002452373504638672,0.0678253173828125,0.0005059242248535156,0.9227294921875
