,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.009405732154846191,0.870849609375,0.08433353900909424,0.035345494747161865,,,,,
final-tree-avg,,,,,0.21527099609375,0.2091827392578125,0.005131244659423828,0.4495849609375,0.12084293365478516
