,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,baseballshirt,sweatshirt
parent-tree-avg,0.03807830810546875,0.5164794921875,0.07758939266204834,0.3679046630859375,,,,,
final-tree-avg,,,,,0.03570556640625,0.3955078125,0.52947998046875,0.028753280639648438,0.010499000549316406
